run_key,tpsr_percent,asr_percent,rmse,r2,response_entropy,iae,ise,itae,itse,control_power,control_rms,control_tvc,control_iac,control_isc
nominal_run,0.0,0.0,0.4585818049421497,-4.150026146756106,5.759704980328225,2.4051911814579476,1.2619801352618474,7.47950948864431,4.029108544004515,0.0,0.0,0.0,0.0,0.0
non_nominal_run_1,0.0,0.0,0.18982497254900094,-1.0840685043780263,5.382403248815402,0.9682915315467701,0.2162211577008966,2.960094661679541,0.6762446565440428,0.0,0.0,0.0,0.0,0.0
non_nominal_run_2,0.0,0.0,0.17177283558952136,0.77662346536967,5.171937897882635,0.8727690108990421,0.17705854383240963,2.607943849442454,0.5220630677365018,0.0,0.0,0.0,0.0,0.0
non_nominal_run_3,0.0,0.0,0.20081551676379683,0.6386651032790754,5.208488323984525,1.017593843962941,0.24199519114618287,3.067933002640392,0.732045078238009,0.0,0.0,0.0,0.0,0.0
non_nominal_run_4,0.0,0.0,0.22621201595068494,0.3154135019883336,5.294979557572145,1.1705085267538196,0.3070661841708296,3.512438804358262,0.9143021295194056,0.0,0.0,0.0,0.0,0.0
non_nominal_run_5,0.0,0.0,0.2452389481634183,0.6304948998619228,5.090040513197142,1.195010832001958,0.3608155329613008,3.732245345826963,1.1749635479408373,0.0,0.0,0.0,0.0,0.0
non_nominal_run_6,0.0,0.0,0.18015935095210603,-0.7527022315405769,5.253261418249343,0.9222354080210531,0.19477408840978377,2.8048971070440114,0.6029535143368647,0.0,0.0,0.0,0.0,0.0
non_nominal_run_7,0.0,0.0,0.3184012110135726,-0.8193798092112023,5.5665278223699435,1.6508593884999128,0.6083629040007021,5.019014361980036,1.8641763623138976,0.0,0.0,0.0,0.0,0.0
non_nominal_run_8,0.0,0.0,0.27433008687993393,0.140918360854541,5.303706492363383,1.396022478698269,0.45156913126145,4.265382456189652,1.4040404918598945,0.0,0.0,0.0,0.0,0.0
non_nominal_run_9,0.0,0.0,0.3581573821488375,-1.1081008575978157,5.6133746454542806,1.845604998335798,0.769774606121858,5.663611210082704,2.4188705755542195,0.0,0.0,0.0,0.0,0.0
non_nominal_run_10,0.0,0.0,0.16341630831862267,-0.2804628628691168,5.12171327041696,0.8536998693996867,0.16024449235574165,2.5783362767638125,0.4885422538052154,0.0,0.0,0.0,0.0,0.0
non_nominal_run_11,0.0,0.0,0.4507824177871195,-3.4426020363148497,5.705775353854863,2.365032288866141,1.2194311814040875,7.3338074488730225,3.8659548390535976,0.0,0.0,0.0,0.0,0.0
non_nominal_run_12,0.0,0.0,0.4284219994217921,-2.9801142093430353,5.718971684737566,2.2656972386148038,1.1014195494509642,7.006230567724623,3.469613821649419,0.0,0.0,0.0,0.0,0.0
non_nominal_run_13,0.0,0.0,0.3943571218656991,-1.53688341935715,5.504863214834712,2.070308969957435,0.9332284969224809,6.351432231046026,2.905370931641545,0.0,0.0,0.0,0.0,0.0
non_nominal_run_14,0.0,0.0,0.15105489041435788,-0.4306107571987803,5.282603296838139,0.7825892091524426,0.13691666781629325,2.365699438704397,0.41927938301462986,0.0,0.0,0.0,0.0,0.0
non_nominal_run_15,0.0,0.0,0.34138263045104406,-2.9048987817264993,5.540456727154467,1.786245933887448,0.6993289291308863,5.4844356867498085,2.1917381991942753,0.0,0.0,0.0,0.0,0.0
non_nominal_run_16,0.0,0.0,0.39906742324448036,-2.7149702627887162,5.579215432766435,2.126890915668779,0.9556866507265998,6.494710600217637,2.933434939183374,0.0,0.0,0.0,0.0,0.0
non_nominal_run_17,0.0,0.0,0.2710576147355366,-2.064942148478115,5.481866856723568,1.4027951621162906,0.44088072630342345,4.296396323788928,1.382294196824034,0.0,0.0,0.0,0.0,0.0
non_nominal_run_18,0.0,0.0,0.4017268263284216,-1.4773199771810237,5.642549216461171,2.1168650799202613,0.9684608272977409,6.508743455001037,3.026501968487829,0.0,0.0,0.0,0.0,0.0
non_nominal_run_19,0.0,0.0,0.3076450035278419,-3.4322339072326207,5.6313641111058335,1.5946249486384145,0.5679276889136945,4.890056276687462,1.7790476717262322,0.0,0.0,0.0,0.0,0.0
non_nominal_run_20,0.0,0.0,0.16883131967004994,-0.9146420257613024,5.363035319530108,0.8603862365772443,0.17104277354433933,2.6086496271408444,0.529082814407524,0.0,0.0,0.0,0.0,0.0
non_nominal_run_21,0.0,0.0,0.3539222149966177,-0.6759543815270381,5.54804109143144,1.8481343438041526,0.7516715701862166,5.661811653140105,2.344817461912468,0.0,0.0,0.0,0.0,0.0
non_nominal_run_22,0.0,0.0,0.1845017963230822,-0.8528180775190799,5.3266625595191135,0.9466478887906629,0.204261859174856,2.8807240298167978,0.633429834886591,0.0,0.0,0.0,0.0,0.0
non_nominal_run_23,0.0,0.0,0.3450044404225671,-3.4628524967417604,5.545233090195945,1.8293910025391198,0.7142166533588061,5.5905924965748195,2.2037620509292073,0.0,0.0,0.0,0.0,0.0
non_nominal_run_24,0.0,0.0,0.256684965714238,-1.4861795448650152,5.321127797851748,1.3388975544155288,0.3953675925876656,4.078627289476355,1.2252058087499056,0.0,0.0,0.0,0.0,0.0
non_nominal_run_25,0.0,0.0,0.33956708442290107,-2.2149297350198407,5.39635990731616,1.7865090396071581,0.6919142557225424,5.471844834900774,2.1529076276397054,0.0,0.0,0.0,0.0,0.0
non_nominal_run_26,0.0,0.0,0.3185439865359721,-0.6769455844555536,5.408051695031687,1.6815750092669715,0.6089138354722551,5.0951366809853695,1.8526867668657463,0.0,0.0,0.0,0.0,0.0
non_nominal_run_27,0.0,0.0,0.19761681951524102,-0.939167351734344,5.429367324458415,1.0397142924986937,0.2343192729081125,3.1478251124504073,0.7165478893681478,0.0,0.0,0.0,0.0,0.0
non_nominal_run_28,0.0,0.0,0.41923223102069873,-1.9180706524377547,5.56552101280376,2.225297688538336,1.0547094774100445,6.85836884816054,3.3014873386536516,0.0,0.0,0.0,0.0,0.0
non_nominal_run_29,0.0,0.0,0.14815119913563726,-0.2951244386865701,5.274339347363542,0.7771775639661778,0.13169091330375748,2.3474862771908844,0.40162294239016283,0.0,0.0,0.0,0.0,0.0
non_nominal_run_30,0.0,0.0,0.35655020134787924,-3.8503704400065626,5.620929080646147,1.8903845620985151,0.7627926320180942,5.794287132019063,2.3610825001279228,0.0,0.0,0.0,0.0,0.0
non_nominal_run_31,0.0,0.0,0.1481609130889372,-0.2120195775620135,5.260895226463218,0.7653449622283133,0.13172375578259798,2.3085990794222027,0.4005277448839498,0.0,0.0,0.0,0.0,0.0
non_nominal_run_32,0.0,0.0,0.17253639762442433,-0.3817497001897161,5.248495190885159,0.9139212809334437,0.1786246186074423,2.756878617635077,0.5405480508168247,0.0,0.0,0.0,0.0,0.0
non_nominal_run_33,0.0,0.0,0.38595909405018813,-1.4932370171557627,5.595353828220228,2.005465974091683,0.8939042561449448,6.173200504035734,2.820374766554045,0.0,0.0,0.0,0.0,0.0
non_nominal_run_34,0.0,0.0,0.458383088890465,-4.1645791973779165,5.718749068625651,2.4154719196074277,1.2608962101713406,7.488927327129898,3.986929333481217,0.0,0.0,0.0,0.0,0.0
non_nominal_run_35,0.0,0.0,0.2042875946942017,0.7542496242022243,4.949084908331823,1.0159032392445664,0.25039330009771676,3.136233215879865,0.7883874868015495,0.0,0.0,0.0,0.0,0.0
non_nominal_run_36,0.0,0.0,0.16263253023663712,0.8443713629635204,5.182303201703292,0.8151056154800818,0.15871848879592215,2.433553956861365,0.4672849410629684,0.0,0.0,0.0,0.0,0.0
non_nominal_run_37,0.0,0.0,0.2585506306528239,0.562421517563688,5.36113703017153,1.2552332435130458,0.4011018551166101,3.940283370657075,1.34235796006822,0.0,0.0,0.0,0.0,0.0
non_nominal_run_38,0.0,0.0,0.174178182065089,0.7078168385761627,5.230090716305371,0.8992704129248359,0.18205038327114664,2.685917169823701,0.5357815141423726,0.0,0.0,0.0,0.0,0.0
non_nominal_run_39,0.0,0.0,0.4624816744962154,-4.225541340716251,5.665652542908995,2.443335281815564,1.283530770286848,7.577675579342453,4.057834883073148,0.0,0.0,0.0,0.0,0.0
