run_key,tpsr_percent,asr_percent,rmse,response_entropy,control_signal_power,ise,iae,itae,itse
nominal_run,71.16358685302606,39.26801552599765,0.2687870826223845,5.537722334412642,0.2538818141772419,0.4335379547497682,1.9385178471800715,6.183471942803491,1.4174661452158868
