run_key,tpsr_percent,asr_percent,rmse,response_entropy,control_signal_power,ise,iae,itae,itse
nominal_run,87.66013759664904,59.164845137558025,0.17659998873490002,5.244312103139211,0.35149504566569906,0.1871519125608233,1.3021535392898063,4.094697483094971,0.5846057939722966
