run_key,tpsr_percent,asr_percent,rmse,response_entropy,control_signal_power,ise,iae,itae,itse
nominal_run,87.78178158134524,59.039787146602364,0.1758070776928866,5.242917499496951,0.3489064087729743,0.18547504341279508,1.2967968373971595,4.0957806703597015,0.5852073759574925
