run_key,tpsr_percent,asr_percent,rmse,r2,response_entropy,iae,ise,itae,itse,control_power,control_rms,control_tvc,control_iac,control_isc
nominal_run,0.0,0.0,0.4585818049421497,-4.742171503446408,5.770068483832977,2.4051911814579476,1.2619801352618474,7.479509488644309,4.029108544004514,0.0,0.0,0.0,0.0,0.0
non_nominal_run_1,0.0,0.0,0.12779557750079518,-0.07219535422144108,5.129019916891613,0.6768424693962158,0.09799661200964196,2.0340573896133076,0.29391980993769534,0.0,0.0,0.0,0.0,0.0
non_nominal_run_2,0.0,0.0,0.420011530403857,-4.081135341247051,5.528813621529423,2.230754782115656,1.0585643225391732,6.874681090965964,3.3040942907035213,0.0,0.0,0.0,0.0,0.0
non_nominal_run_3,0.0,0.0,0.17375905017837692,0.7776179020242503,5.113148812491243,0.8772643567732676,0.18117694602087747,2.6267868398277154,0.5373183409056317,0.0,0.0,0.0,0.0,0.0
non_nominal_run_4,0.0,0.0,0.4066722498385228,-3.8803603037619574,5.720565289091965,2.146235410757938,0.9924036591691061,6.631360226451759,3.124926652229135,0.0,0.0,0.0,0.0,0.0
non_nominal_run_5,0.0,0.0,0.44763505336150006,-3.571437537980625,5.695796813636896,2.352892733830398,1.20246118955616,7.296764861084141,3.818554713927737,0.0,0.0,0.0,0.0,0.0
non_nominal_run_6,0.0,0.0,0.4358274133634027,-3.9874376453696643,5.676977457542181,2.304143275845575,1.1398016598443657,7.1324616901357505,3.600102352571306,0.0,0.0,0.0,0.0,0.0
non_nominal_run_7,0.0,0.0,0.2727090778569967,-2.2842162637100047,5.503675296378644,1.4415619572391896,0.44621907023169877,4.379828881885966,1.364103734753399,0.0,0.0,0.0,0.0,0.0
non_nominal_run_8,0.0,0.0,0.27390704642509606,-0.47131955300078276,5.400099247585668,1.4517899267645227,0.4502131292302009,4.369475531476398,1.3468185959870407,0.0,0.0,0.0,0.0,0.0
non_nominal_run_9,0.0,0.0,0.16966774911760193,-1.1986859348472296,5.306002781505011,0.8829034145259111,0.17273355289355435,2.65792138506079,0.5214394011950025,0.0,0.0,0.0,0.0,0.0
non_nominal_run_10,0.0,0.0,0.2638532358041628,0.5089539297364808,5.289204935186781,1.2794354117171032,0.41769952277786826,4.01982274159709,1.4010494459019274,0.0,0.0,0.0,0.0,0.0
non_nominal_run_11,0.0,0.0,0.254728136026019,-2.623154098720452,5.546266410670214,1.3037534648208897,0.389373294583256,4.002715496390378,1.2295452539730256,0.0,0.0,0.0,0.0,0.0
non_nominal_run_12,0.0,0.0,0.4514792005070454,-5.755884748724506,5.7906965751633575,2.376301766227336,1.2231489317655746,7.367648398433298,3.874618634243262,0.0,0.0,0.0,0.0,0.0
non_nominal_run_13,0.0,0.0,0.3548689715561778,-4.028753810511477,5.526002051820868,1.883265168334209,0.7556423355094325,5.760808008921963,2.3349526540473087,0.0,0.0,0.0,0.0,0.0
non_nominal_run_14,0.0,0.0,0.20440238432254929,-1.142323969662074,5.28744807184658,1.0802185090865202,0.25069831617858757,3.2670958030067077,0.7627118482805418,0.0,0.0,0.0,0.0,0.0
non_nominal_run_15,0.0,0.0,0.24951358208483235,-1.6989653878375646,5.325243322541412,1.3167153334668158,0.37355909095405515,3.9895421673836813,1.1403669181332423,0.0,0.0,0.0,0.0,0.0
non_nominal_run_16,0.0,0.0,0.30933459063508123,-2.828278202222383,5.463627687495975,1.6118101507112323,0.5742020779240664,4.938274325801958,1.7951256403943354,0.0,0.0,0.0,0.0,0.0
non_nominal_run_17,0.0,0.0,0.22958744015501503,-1.1766095409860622,5.294819629698809,1.2141677258304844,0.3162808023808229,3.6789951878412244,0.9660696891251425,0.0,0.0,0.0,0.0,0.0
non_nominal_run_18,0.0,0.0,0.15093647707118138,-0.40961562507808424,5.139683717295512,0.7823545720903593,0.13670365312166813,2.365923881023349,0.4189566346582568,0.0,0.0,0.0,0.0,0.0
non_nominal_run_19,0.0,0.0,0.2935334416462622,-0.8886177340258861,5.533846625852966,1.5499394429637658,0.5170459110521991,4.678031611534073,1.5560123072459953,0.0,0.0,0.0,0.0,0.0
non_nominal_run_20,0.0,0.0,0.3062660980443996,-0.7993578111892079,5.391170633567112,1.6210602606089062,0.5628735800710666,4.896157194212984,1.695725569478563,0.0,0.0,0.0,0.0,0.0
