run_key,tpsr_percent,asr_percent,rmse,response_entropy,control_signal_power,ise,iae,itae,itse
nominal_run,70.89112481421232,38.10928649946882,0.2701044933307684,5.533910492983668,0.27233922056620646,0.4377977899541121,1.948794205809706,6.206050719943777,1.4282107564751607
